Category,Desc,Food ID,Carbs,Cholesterol,Calories,Protein,Sugar ,Saturated Fat,Calcium,Iron,Vitamin B6,Vitamin C
BEANS,"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",11713,4.72,0,33,4.83,0,0.083,19,0.89,0.093,35.6
LIMA BNS,"LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",11714,23.64,0,123,6.81,1.629999995,0.073,32,2.45,0.193,10.1
LIMA BNS,"LIMA BNS,IMMAT SEEDS,CND,NO SALT,SOL&LIQUIDS",11715,13.33,0,71,4.07,0.930000007,0.066,28,1.61,0.062,8.7
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,W/SALT",11716,19.45,0,105,6.65,1.370000005,0.068,28,1.96,0.115,5.8
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,W/SALT",11717,19.32,0,103,6.07,1.340000033,0.077,30,1.82,0.122,12.8
MUNG BNS,"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",11718,3.6,0,19,2.03,2.839999914,0.025,12,0.65,0.054,11.4
BEANS,"BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",11719,15.01,0,78,7.07,0,0.098,16,2.11,0.198,17.3
BEANS,"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT",11720,30.88,0,162,9.31,0,0.058,52,2.71,0.194,0.7
BEANS,"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",11721,3.5,0,20,1.86,0,0.039,15,0.66,0.054,6.1
BEANS,"BEANS,SNAP,YELLOW,RAW",11722,7.14,0,31,1.82,0,0.026,37,1.04,0.074,16.3
BEANS,"BEANS,SNAP,GRN,CKD,BLD,DRND,W/SALT",11723,7.88,0,35,1.89,1.549999952,0.062,44,0.65,0.056,9.7
BEANS,"BEANS,SNAP,YEL,CKD,BLD,DRND,WO/SALT",11724,7.88,0,35,1.89,1.549999952,0.062,46,1.28,0.056,9.7
BEANS,"BEANS,SNAP,YEL,CKD,BLD,DRND,W/SALT",11725,7.88,0,35,1.89,1.549999952,0.062,46,1.28,0.056,9.7
BEANS,"BEANS,SNAP,GRN,CND,NO SALT,SOL&LIQUIDS",11726,3.5,0,15,0.8,0,0.023,24,0.9,0.03,3.4
BEANS,"BEANS,SNAP,YEL,CND,REG PK,SOL&LIQUIDS",11727,3.5,0,15,0.8,0,0.023,24,0.9,0.03,3.4
BEANS,"BEANS,SNAP,YEL,CND,NO SALT,SOL&LIQUIDS",11728,3.5,0,15,0.8,0,0.023,24,0.9,0.03,4
BEANS,"BEANS,SNAP,GRN,CND,NO SALT,DRND SOL",11729,4.5,0,20,1.15,0.769999981,0.023,26,0.9,0.037,4.8
BEANS,"BEANS,SNAP,YEL,FRZ,ALL STYLES,UNPREP",11730,7.57,0,33,1.8,0,0.047,42,0.86,0.042,12.9
BEANS,"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND,W/SALT",11731,5.86,0,26,1.49,1.230000019,0.042,42,0.66,0.06,4.1
BEANS,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,WO/SALT",11732,6.45,0,28,1.49,1.230000019,0.042,49,0.88,0.06,4.1
BEANS,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,W/SALT",11733,5.86,0,26,1.49,1.230000019,0.042,49,0.88,0.06,4.1
BEETS,"BEETS,CKD,BOILED. DRND,W/SALT",11734,9.96,0,44,1.68,7.960000038,0.028,16,0.79,0.067,3.6
BEETS,"BEETS,CND,NO SALT,SOL&LIQUIDS",11735,6.57,0,28,0.8,5.380000114,0.011,13,0.63,0.055,2.8
BEET GRNS,"BEET GRNS,CKD,BLD,DRND,W/SALT",11736,5.46,0,27,2.57,0.600000024,0.031,114,1.9,0.132,24.9
BORAGE,"BORAGE,CKD,BLD,DRND,W/SALT",11737,3.55,0,25,2.09,0,0.197,102,3.64,0.088,32.5
BROADBEANS,"BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",11738,10.1,0,62,4.8,0,0.142,18,1.5,0.029,19.8
BROCCOLI,"BROCCOLI,LEAVES,RAW",11739,5.24,0,28,2.98,0,0.054,48,0.88,0.159,93.2
BROCCOLI,"BROCCOLI,FLOWER CLUSTERS,RAW",11740,5.24,0,28,2.98,0,0.054,48,0.88,0.159,93.2
BROCCOLI,"BROCCOLI,STALKS,RAW",11741,5.24,0,28,2.98,0,0.054,48,0.88,0.159,93.2
BROCCOLI,"BROCCOLI,CKD,BLD,DRND,W/SALT",11742,7.18,0,35,2.38,1.389999986,0.079,40,0.67,0.2,64.9
BROCCOLI,"BROCCOLI,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",11743,5.35,0,28,3.1,1.470000029,0.018,33,0.61,0.13,40.1
BROCCOLI,"BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,W/SALT",11744,5.35,0,28,3.1,1.440000057,0.018,51,0.61,0.13,40.1
BRUSSELS SPROUTS,"BRUSSELS SPROUTS,CKD,BLD,DRND,W/SALT",11745,7.1,0,36,2.55,1.74000001,0.102,36,1.2,0.178,62
BRUSSELS SPROUTS,"BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,W/SALT",11746,8.32,0,42,3.64,2.079999924,0.081,26,0.48,0.289,45.7
BURDOCK ROOT,"BURDOCK ROOT,CKD,BLD,DRND,W/SALT",11747,21.15,0,88,2.09,3.549999952,0,49,0.77,0.279,2.6
BUTTERBUR,"BUTTERBUR,CKD,BLD,DRND,W/SALT",11748,2.16,0,8,0.23,0,0,59,0.1,0.052,18.9
CABBAGE,"CABBAGE,COMMON,FRESHLY HARVEST,RAW",11749,5.37,0,24,1.21,0,0.023,47,0.56,0.095,51
CABBAGE,"CABBAGE,COMMON (DANISH,DOMESTIC,&POINTED TYPES),STORED,RAW",11750,5.37,0,24,1.21,0,0.023,47,0.56,0.095,42
CABBAGE,"CABBAGE,COMMON,CKD,BLD,DRND,W/SALT",11751,5.51,0,23,1.27,2.789999962,0,48,0.17,0.112,37.5
CABBAGE,"CABBAGE,RED,CKD,BLD,DRND,W/SALT",11752,6.94,0,29,1.51,3.319999933,0.011,42,0.66,0.225,10.8
CABBAGE,"CABBAGE,SAVOY,CKD,BLD,DRND,W/SALT",11753,5.41,0,24,1.8,0,0.012,30,0.38,0.152,17
CABBAGE,"CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,W/SALT",11754,1.78,0,12,1.56,0.829999983,0.021,93,1.04,0.166,26
CABBAGE,"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W/SALT",11755,2.41,0,14,1.5,0,0.036,32,0.3,0.177,15.8
CARDOON,"CARDOON,CKD,BLD,DRND,W/SALT",11756,4.74,0,20,0.76,0,0.012,72,0.73,0.042,1.7
CARROTS,"CARROTS,CKD,BLD,DRND,W/SALT",11757,8.22,0,35,0.76,3.450000048,0.037,30,0.34,0.153,3.6
CARROTS,"CARROTS,CND,NO SALT,SOL&LIQUIDS",11758,5.36,0,23,0.59,2.460000038,0.024,31,0.52,0.112,2
CARROTS,"CARROTS,CND,NO SALT ,DRND SOL",11759,5.54,0,25,0.64,2.480000019,0.036,25,0.64,0.112,2.7
CARROTS,"CARROTS,FRZ,CKD,BLD,DRND,W/SALT",11760,7.73,0,37,0.58,4.079999924,0.132,35,0.53,0.084,2.3
CAULIFLOWER,"CAULIFLOWER,CKD,BLD,DRND,W/SALT",11761,4.11,0,23,1.84,1.860000014,0.07,16,0.32,0.173,44.3
CAULIFLOWER,"CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT",11762,3.16,0,17,1.61,0.460000008,0.034,17,0.41,0.088,31.3
CELERIAC,"CELERIAC,CKD,BLD,DRND,W/SALT",11763,5.9,0,27,0.96,0,0,26,0.43,0.101,3.6
CELERY,"CELERY,CKD,BLD,DRND,W/SALT",11764,4,0,18,0.83,2.369999886,0.04,42,0.42,0.086,6.1
CHARD,"CHARD,SWISS,CKD,BLD,DRND,W/SALT",11765,4.13,0,20,1.88,1.100000024,0,58,2.26,0.085,18
CHAYOTE,"CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT",11766,4.5,0,22,0.62,0,0.086,13,0.22,0.118,8
CHRYSANTHEMUM,"CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,W/SALT",11767,4.31,0,20,1.64,2.00999999,0,69,3.74,0.118,23.9
COLLARDS,"COLLARDS,CKD,BLD,DRND,W/SALT",11768,4.91,0,26,2.11,0.400000006,0.047,140,1.16,0.128,18.2
COLLARDS,"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",11769,7.1,0,36,2.97,0.569999993,0.04,210,1.12,0.114,26.4
CORN,"CORN,SWT,YEL,CKD,BLD,DRND,W/SALT",11770,25.11,0,108,3.32,3.170000076,0.197,2,0.61,0.06,6.2
CORN,"CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS",11771,15.41,0,64,1.95,2.829999924,0.077,4,0.41,0.037,5.5
CORN,"CORN,SWT,YEL,CND,CRM STYLE,NO SALT",11772,18.13,0,72,1.74,3.230000019,0.065,3,0.38,0.063,4.6
CORN,"CORN,SWT,YEL,CND,VACUUM PK,NO SALT",11773,19.44,0,79,2.41,3.559999943,0.077,5,0.42,0.055,8.1
CORN,"CORN,SWT,YEL,FRZ,KRNLS,CUT OFF COB,BLD,DRND,W/SALT",11774,18.71,0,79,2.55,3.069999933,0.066,3,0.47,0.099,3.5
CORN,"CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT",11775,22.33,0,93,3.11,3.589999914,0.114,3,0.61,0.224,4.8
COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/SALT",11777,19.73,0,94,3.17,3.230000019,0.096,128,1.12,0.065,2.2
COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT",11778,23.5,0,131,8.49,4.460000038,0.175,23,2.12,0.095,2.6
COWPEAS,"COWPEAS,YOUNG PODS W/SEEDS,CKD,BLD,DRND,W/SALT",11779,7,0,34,2.6,0,0.079,55,0.7,0.123,17
COWPEAS,"COWPEAS,LEAFY TIPS,CKD,BLD,DRND,W/SALT",11780,2.8,0,22,4.67,0,0.026,69,1.09,0.135,18.4
CRESS,"CRESS,GARDEN,CKD,BLD,DRND,W/SALT",11781,3.8,0,23,1.9,3.109999895,0.02,61,0.8,0.157,23
DANDELION GRNS,"DANDELION GRNS,CKD,BLD,DRND,W/SALT",11782,6.4,0,33,2,1.620000005,0,140,1.8,0.16,18
EGGPLANT,"EGGPLANT,CKD,BLD,DRND,W/SALT",11783,8.14,0,33,0.83,3.200000048,0.044,6,0.25,0.086,1.3
GOURD,"GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,W/SALT",11784,3.1,0,13,0.6,0,0.001,24,0.25,0.038,8.5
GOURD,"GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,W/SALT",11785,13.75,0,54,0.66,0,0.027,9,0.36,0.099,5.7
HORSERADISH-TREE,"HORSERADISH-TREE,LEAFY TIPS,CKD,BLD,DRND,W/SALT",11786,11.15,0,60,5.27,1,0,151,2.32,0.929,31
HORSERADISH-TREE,"HORSERADISH-TREE,PODS,CKD,BLD,DRND,W/SALT",11787,8.18,0,36,2.09,0,0,20,0.45,0.112,97
HYACINTH-BEANS,"HYACINTH-BEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",11788,9.2,0,50,2.95,0,0.119,41,0.76,0.023,5.1
JUTE,"JUTE,POTHERB,CKD,BLD,DRND,W/SALT",11789,7.29,0,37,3.68,1,0.03,211,3.14,0.57,33
KALE,"KALE,CKD,BLD,DRND,W/SALT",11790,5.63,0,28,1.9,1.25,0.052,72,0.9,0.138,41
KALE,"KALE,FRZ,CKD,BLD,DRND,W/SALT",11791,5.23,0,30,2.84,1.340000033,0.063,138,0.94,0.086,25.2
KALE,"KALE,SCOTCH,CKD,BLD,DRND,W/SALT",11792,5.62,0,28,1.9,0,0.053,132,1.93,0.139,52.8
KOHLRABI,"KOHLRABI,CKD,BLD,DRND,W/SALT",11793,6.69,0,29,1.8,2.799999952,0.014,25,0.4,0.154,54
LAMBS QUARTERS,"LAMBS QUARTERS,CKD,BLD,DRND,W/SALT",11794,5,0,32,3.2,0.620000005,0.052,258,0.7,0.174,37
LEEKS,"LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,W/SALT",11795,7.62,0,31,0.81,2.109999895,0.027,30,1.1,0.113,4.2
LOTUS ROOT,"LOTUS ROOT,CKD,BLD,DRND,W/SALT",11796,16.02,0,66,1.58,0,0.021,26,0.9,0.218,27.4
MUSHROOMS,"MUSHROOMS,CKD,BLD,DRND,W/SALT",11797,5.29,0,28,2.17,1.950000048,0.052,6,1.74,0.095,4
MUSHROOMS,"MUSHROOMS,SHIITAKE,CKD,W/SALT",11798,13.8,0,54,1.56,3.609999895,0.05,3,0.44,0.159,0.3
MUSTARD GRNS,"MUSTARD GRNS,CKD,BLD,DRND,W/SALT",11799,2.1,0,15,2.26,0.100000001,0.012,74,0.7,0.098,25.3
MUSTARD GRNS,"MUSTARD GRNS,FRZ,CKD,BLD,DRND,W/SALT",11800,3.11,0,19,2.27,0.319999993,0.013,101,1.12,0.108,13.8
MUSTARD SPINACH,"MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,W/SALT",11801,2.8,0,16,1.7,0,0,158,0.8,0.097,65
NEW ZEALAND SPINACH,"NEW ZEALAND SPINACH,CKD,BLD,DRND,W/SALT",11802,2.13,0,12,1.3,0,0.027,48,0.66,0.237,16
OKRA,"OKRA,CKD,BLD,DRND,W/SALT",11803,4.51,0,22,1.87,2.400000095,0.045,77,0.28,0.187,16.3
OKRA,"OKRA,FRZ,CKD,BLD,DRND,W/SALT",11804,5.75,0,28,2.08,2.869999886,0.079,96,0.67,0.047,12.2
ONIONS,"ONIONS,CKD,BLD,DRND,W/SALT",11805,9.56,0,42,1.36,4.730000019,0.031,22,0.24,0.129,5.2
ONIONS,"ONIONS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",11806,6,0,26,0.77,2.900000095,0.016,16,0.3,0.069,2.6
ONIONS,"ONIONS,FRZ,WHL,CKD,BLD,DRND,W/SALT",11807,6.11,0,26,0.71,2.900000095,0.009,27,0.34,0.07,5.1
PARSNIPS,"PARSNIPS,CKD,BLD,DRND,W/SALT",11808,17.01,0,71,1.32,4.800000191,0.05,37,0.58,0.093,13
PEAS,"PEAS,EDIBLE-PODDED,CKD,BLD,DRND,W/SALT",11809,6.46,0,40,3.27,3.99000001,0.044,42,1.97,0.144,47.9
PEAS,"PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,W/SALT",11810,8.43,0,50,3.5,4.820000172,0.073,59,2.4,0.174,22
PEAS,"PEAS,GRN,CKD,BLD,DRND,W/SALT",11811,15.63,0,84,5.36,5.929999828,0.039,27,1.54,0.216,14.2
PEAS,"PEAS,GRN,CND,NO SALT,SOL&LIQUIDS",11812,9.75,0,53,3.19,3.200000048,0.054,18,1.02,0.065,9.8
PEAS,"PEAS,GRN,CND,NO SALT,DRND SOL",11813,12.58,0,69,4.42,4.159999847,0.062,20,0.95,0.064,9.6
PEAS,"PEAS,GRN,FRZ,CKD,BLD,DRND,W/SALT",11814,14.26,0,78,5.15,4.650000095,0.049,24,1.52,0.113,9.9
PEAS,"PEAS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",11815,17.08,0,98,7.05,0,0.09,26,1.67,0.128,6.6
PEAS&CARROTS,"PEAS&CARROTS,CND,NO SALT,SOL&LIQUIDS",11816,8.48,0,38,2.17,2.829999924,0.049,23,0.75,0.088,6.6
PEAS&CARROTS,"PEAS&CARROTS,FRZ,CKD,BLD,DRND,W/SALT",11817,10.12,0,48,3.09,4.360000134,0.077,23,0.94,0.087,8.1
PEAS&ONIONS,"PEAS&ONIONS,FRZ,CKD,BLD,DRND,W/SALT",11818,8.63,0,45,2.54,3.769999981,0.036,14,0.94,0.087,6.9
PEPPERS,"PEPPERS,HOT CHILI,RED,RAW",11819,8.81,0,40,1.87,5.300000191,0.042,14,1.03,0.506,143.7
PEPPERS,"PEPPERS,HOT CHILI,RED,CND,EXCLUDING SEEDS,SOL&LIQUIDS",11820,5.1,0,21,0.9,3.319999933,0.01,7,0.5,0.153,68
PEPPERS,"PEPPERS,SWT,RED,RAW",11821,6.03,0,31,0.99,4.199999809,0.027,7,0.43,0.291,127.7
PEPPERS,"PEPPERS,SWT,GRN,CKD,BLD,DRND,W/SALT",11822,6.11,0,26,0.92,3.190000057,0.029,9,0.46,0.233,74.4
PEPPERS,"PEPPERS,SWT,RED,CKD,BLD,DRND,WO/SALT",11823,6.7,0,28,0.92,4.389999866,0.029,9,0.46,0.233,171
PEPPERS,"PEPPERS,SWT,RED,CKD,BLD,DRND,W/SALT",11824,6.11,0,26,0.92,4.389999866,0.029,9,0.46,0.233,171
PEPPERS,"PEPPERS,SWT,GRN,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",11825,3.31,0,16,0.95,0,0.027,8,0.52,0.108,41.2
PIGEONPEAS,"PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",11826,19.49,0,111,5.96,2.480000019,0.112,41,1.57,0.053,28.1
POKEBERRY SHOOTS,"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,W/SALT",11827,3.1,0,20,2.3,1.600000024,0,53,1.2,0.111,82
POTATOES,"POTATOES,BKD,FLESH & SKN,W/ SALT",11828,21.15,0,93,2.5,1.179999948,0.035,15,1.08,0.311,9.6
POTATOES,"POTATOES,BKD,FLESH,W/SALT",11829,21.55,0,93,1.96,1.700000048,0.026,5,0.35,0.301,12.8
POTATOES,"POTATOES,BKD,SKN,W/ SALT",11830,46.06,0,198,4.29,1.399999976,0.026,34,7.04,0.614,13.5
POTATOES,"POTATOES,BLD,CKD IN SKN,FLESH,W/SALT",11831,20.13,0,87,1.87,0.870000005,0.026,5,0.31,0.299,13
POTATOES,"POTATOES,BLD,CKD IN SKN,SKN,W/SALT",11832,17.2,0,78,2.86,0,0.026,45,6.07,0.239,5.2
POTATOES,"POTATOES,BLD,CKD WO/ SKN,FLESH,W/ SALT",11833,20.01,0,86,1.71,0.850000024,0.026,8,0.31,0.269,7.4
POTATOES,"POTATOES,MICROWAVED,CKD,IN SKN,FLESH&SKN,W/SALT",11834,24.24,0,105,2.44,0,0.026,11,1.24,0.344,15.1
POTATOES,"POTATOES,MICROWAVED,CKD IN SKN,FLESH,W/SALT",11835,23.28,0,100,2.1,0,0.026,5,0.41,0.319,15.1
POTATOES,"POTATOES,MICROWAVED,CKD,IN SKN,SKN W/SALT",11836,29.63,0,132,4.39,0,0.026,46,5.94,0.492,15.3
POTATOES,"POTATOES,FRZ,WHL,CKD,BLD,DRND,W/SALT",11837,13.93,0,63,1.98,0,0.034,7,0.84,0.202,9.4
POTATOES,"POTATOES,FRZ,FRCH FR,PAR FR,CTTGE-CUT,PREP,HTD OVEN,W/SALT",11840,34.03,0,218,3.44,0,3.894,10,1.49,0.243,9.5
POTATOES,"POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,OVN-HTD",11841,28.71,0,172,2.66,0.280000001,1.029,12,0.74,0.184,13.3
POTATOES,"POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,AS PURCH",11842,24.81,0,150,2.24,0.200000003,0.94,9,0.62,0.178,17.3
POTATOES,"POTATOES,AU GRATIN,HOME-PREPARED FROM RECIPE USING MARGARINE",11843,11.27,15,132,5.06,0,3.53,119,0.64,0.174,9.9
POTATOES,"POTATOES,SCALLPD,HOME-PREPARED W/MARGARINE",11844,10.78,6,88,2.87,0,1.377,57,0.57,0.178,10.6
PUMPKIN,"PUMPKIN,CKD,BLD,DRND,W/SALT",11845,4.9,0,20,0.72,1.019999981,0.037,15,0.57,0.044,4.7
PUMPKIN,"PUMPKIN,CANNED,WITH SALT",11846,8.09,0,34,1.1,3.299999952,0.146,26,1.39,0.056,4.2
PUMPKIN,"PUMPKIN,FLOWERS,CKD,BLD,DRND,W/SALT",11847,3.18,0,15,1.09,2.400000095,0.041,37,0.88,0.05,5
PUMPKIN LEAVES,"PUMPKIN LEAVES,CKD,BLD,DRND,W/ SALT",11848,3.39,0,21,2.72,0.689999998,0.114,43,3.2,0.196,1
PURSLANE,"PURSLANE,CKD,BLD,DRND,W/SALT",11849,3.55,0,18,1.49,0,0,78,0.77,0.07,10.5
RADISHES,"RADISHES,ORIENTAL,CKD,BLD,DRND,W/SALT",11850,3.43,0,17,0.67,1.830000043,0.073,17,0.15,0.038,15.1
RUTABAGAS,"RUTABAGAS,CKD,BLD,DRND,W/SALT",11851,8.74,0,39,1.29,6.019999981,0.029,48,0.53,0.102,18.8
SALSIFY,"SALSIFY,CKD,BLD,DRND,W/SALT",11852,15.36,0,68,2.73,2.900000095,0,47,0.55,0.218,4.6
SOYBEANS,"SOYBEANS,GRN,CKD,BLD,DRND,W/SALT",11853,11.05,0,141,12.35,0,0.74,145,2.5,0.06,17
SPINACH,"SPINACH,CKD,BLD,DRND,W/SALT",11854,3.75,0,23,2.97,0.430000007,0.043,136,3.57,0.242,9.8
SPINACH,"SPINACH,CND,NO SALT,SOL&LIQUIDS",11855,2.92,0,19,2.11,0,0.06,83,1.58,0.08,13.5
SPINACH,"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,W/SALT",11856,4.8,0,34,4.01,0.50999999,0,153,1.96,0.136,2.2
SQUASH,"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,W/SALT",11857,4.31,0,20,0.91,2.589999914,0.064,27,0.36,0.065,5.5
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT",11858,4.31,0,20,0.91,1.889999986,0.064,22,0.37,0.094,5.5
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,W/SALT",11859,5.54,0,25,1.28,2.329999924,0.04,20,0.52,0.099,6.8
SQUASH,"SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,W/SALT",11860,3.3,0,16,1.03,1.5,0.035,15,0.33,0.085,10.8
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,W/SALT",11861,3.93,0,16,0.64,1.690000057,0.01,13,0.35,0.078,4.6
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,W/SALT",11862,2.97,0,14,1.15,1.690000057,0.027,17,0.48,0.045,3.7
SQUASH,"SQUASH,WNTR,ALL VAR,CKD,BKD,W/SALT",11863,8.74,0,39,0.89,3.299999952,0.13,14,0.33,0.072,9.6
SQUASH,"SQUASH,WNTR,ACORN,CKD,BKD,W/SALT",11864,14.58,0,56,1.12,0,0.029,44,0.93,0.194,10.8
SQUASH,"SQUASH,WNTR,ACORN,CKD,BLD,MSHD,W/SALT",11865,8.79,0,34,0.67,0,0.017,26,0.56,0.117,6.5
SQUASH,"SQUASH,WNTR,BUTTERNUT,CKD,BKD,W/SALT",11866,10.49,0,40,0.9,1.970000029,0.019,41,0.6,0.124,15.1
SQUASH,"SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,W/SALT",11867,10.04,0,39,1.23,0,0.014,19,0.58,0.069,3.5
SQUASH,"SQUASH,WNTR,HUBBARD,CKD,BKD,W/SALT",11868,10.81,0,50,2.48,0,0.128,17,0.47,0.172,9.5
SQUASH,"SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT",11869,6.46,0,30,1.48,2.930000067,0.076,10,0.28,0.103,6.5
SQUASH,"SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,W/SALT",11870,6.46,0,27,0.66,2.529999971,0.062,21,0.34,0.099,3.5
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,W/SALT",11871,24.37,0,111,5.07,0,0.148,17,1.52,0.116,8.2
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,W/SALT",11872,19.95,0,93,4.31,2.210000038,0.166,15,0.89,0.095,5.9
SWAMP CABBAGE,"SWAMP CABBAGE,CKD,BLD,DRND,W/SALT",11873,3.71,0,20,2.08,0,0,54,1.32,0.081,16
SWEET POTATO LEAVES,"SWEET POTATO LEAVES,CKD,STMD,W/ SALT",11874,7.32,0,34,2.32,5.420000076,0.065,24,0.6,0.16,1.5
SWEET POTATO,"SWEET POTATO,CKD,BKD IN SKN,W/ SALT",11875,20.71,0,92,2.01,11.09000015,0.052,38,0.69,0.286,19.6
SWEET POTATO,"SWEET POTATO,CKD,BLD,WO/ SKN,W/ SALT",11876,17.72,0,76,1.37,5.739999771,0.031,27,0.72,0.165,12.8
SWEET POTATO,"SWEET POTATO,FRZ,CKD,BKD,W/ SALT",11877,23.4,0,100,1.71,0,0.026,35,0.54,0.186,9.1
TARO,"TARO,COOKED,WITH SALT",11878,34.6,0,142,0.52,0.49000001,0.023,18,0.72,0.331,5
TARO,"TARO,LEAVES,CKD,STMD,W/SALT",11879,3.89,0,24,2.72,0,0.083,86,1.18,0.072,35.5
TARO,"TARO,SHOOTS,CKD,W/SALT",11880,3.19,0,14,0.73,0,0.016,14,0.41,0.112,18.9
TARO,"TARO,TAHITIAN,CKD,W/SALT",11881,6.85,0,44,4.16,0,0.139,149,1.56,0.117,38
TOMATOES,"TOMATOES,RED,RIPE,CKD,W/ SALT",11884,4.01,0,18,0.95,2.49000001,0.015,11,0.68,0.079,22.8
TOMATOES,"TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC,NO SALT ADDED",11885,4,0,17,0.78,2.380000114,0.018,31,0.97,0.111,9.3
TOMATO JUC,"TOMATO JUC,CND,WO/SALT",11886,4.24,0,17,0.76,3.559999943,0.008,10,0.43,0.111,18.3
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,PASTE,W/SALT",11887,18.91,0,82,4.32,12.18000031,0.1,36,2.98,0.216,21.9
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,PUREE,W/SALT",11888,8.98,0,38,1.65,4.829999924,0.029,18,1.78,0.126,10.6
TURNIPS,"TURNIPS,CKD,BLD,DRND,W/SALT",11889,5.06,0,22,0.71,2.99000001,0.008,22,0.22,0.067,11.6
TURNIPS,"TURNIPS,FRZ,CKD,BLD,DRND,W/SALT",11890,3.76,0,21,1.53,1.75999999,0.025,32,0.98,0.067,3.9
TURNIP GRNS,"TURNIP GRNS,CKD,BLD,DRND,W/SALT",11891,4.36,0,20,1.14,0.529999971,0.053,137,0.8,0.18,27.4
TURNIP GRNS,"TURNIP GRNS,FRZ,CKD,BLD,DRND,W/SALT",11892,4.98,0,29,3.35,0.75,0.099,152,1.94,0.067,21.8
TURNIP GRNS&TURNIPS,"TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,W/SALT",11893,4.74,0,34,2.99,0.949999988,0.085,128,1.75,0.067,18.2
VEGETABLES,"VEGETABLES,MXD,FRZ,CKD,BLD,DRND,W/SALT",11894,13.09,0,60,2.86,3.119999886,0.031,25,0.82,0.074,3.2
WAXGOURD,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,W/SALT",11895,2.45,0,11,0.4,1.179999948,0.016,18,0.38,0.032,10.5
