Category,Desc,Food ID,Carbs,Cholesterol,Calories,Protein,Sugar ,Saturated Fat,Calcium,Iron,Vitamin B6,Vitamin C
CEREALS,"CEREALS,MALT-O-MEAL,CHOC,PREP W/ H2O,WO/ SALT",8512,9.22,0,44,1.22,2.809999943,0.054,45,4.58,0.435,0.1
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CHOC LUCKY CHARMS",8513,88.04,0,400,3.33,50,0,333,15,1.667,20
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,FRSTD CHEX",8514,89.26,0,367,3.65,33.33000183,0.317,333,30,1.667,20
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,TRIPLE BERRY",8515,81.16,0,382,9.09,29.09000015,0.91,36,8.18,0.909,10.9
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,PNUT BUTTER COOKIE CRISP",8516,76.01,0,433,6.67,43.33000183,1.67,333,15,1.667,20
CEREALS RTE,"CEREALS RTE,GENERAL MILLS MILLS PNUT BUTTER TOAST CRUNCH",8517,76,0,433,6.67,43.33000183,1.67,333,15,1.667,20
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN YOGURT BITES",8518,78.8,0,342,11,13,3,64,8,3.6,11
CEREALS RTE,"CEREALS RTE,KELLOGG,BERRY RICE KRISPIES",8519,88,0,382,5.5,31,0.3,8,18,1.7,20
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S CINN MINI SWIRLZ",8520,83,0,406,5.7,11,1.1,24,6,1.7,50
CEREALS RTE,"CEREALS RTE,KELLOGG,CRAN-VANILLA CRUNCH",8521,86,0,373,6,33,1.3,27,8,0.9,0
CEREALS RTE,"CEREALS RTE,KELLOGG,EGGO CRUNCH CRL,MAPLE FLAV",8524,83,0,376,6.6,40,1.5,167,13.6,1.5,45.5
CEREALS RTE,"CEREALS RTE,KELLOGG,FRSTD MINI-WHEATS BITE SIZE VANILLA",8525,83,0,346,8,24,0.3,33,31,1,0
CEREALS RTE,"CEREALS RTE,KELLOGG,MARSHMLLW FROOT LOOPS,RAINBOW BREEZE",8526,89,0,390,4,53,1.3,11,15,1.6,50
CEREALS RTE,"CEREALS RTE,KELLOGG,ROBOTS",8527,86,0,388,6,38,0.5,17,15.5,1.7,52
CEREALS RTE,"CEREALS RTE,KELLOGG,SMART START HEALTHY HEART,ORIGINAL",8528,79,0,366,10,28,0.7,35,7.5,0.8,25
CEREALS RTE,"CEREALS RTE,KELLOGG,SMART START HEALTHY HEART, BRN SUGAR",8529,79,0,367,10,28,0.7,36,7.5,0.8,25
CEREALS RTE,"CEREALS RTE,KELLOGG,SMORZ",8530,83,1,406,4.9,43,1.8,22,15,1.7,50
CEREALS RTE,"CEREALS RTE,KELLOGG,SPL K,FRUIT & YOGURT",8531,86,0,381,7,33,1.5,31,8.1,0.7,21
CEREALS RTE,"CEREALS RTE,KELLOGG,SPONGEBOB SQUAREPANTS",8532,87,0,395,5,42,0.8,16,16,1.7,46
CEREALS RTE,"CEREALS RTE,KELLOGG,STAR WARS",8533,84,0,375,6,43,0.4,25,6.2,1.7,21
CEREALS RTE,"CEREALS RTE,KELLOGG,TIGER POWER",8534,71,0,350,18.9,25.5,0.3,303,13.6,1.5,45.5
CEREALS RTE,"CEREALS RTE,KELLOGG,TSTD HONEY CRUNCH",8535,86,0,388,6,32,0.8,18,7.8,0.9,7.5
CEREALS RTE,"CEREALS RTE,KELLOGG,MINI SWIRLZ FUDGE RIPPLE",8536,84,0,391,6,41,1,20,15,1.7,50
CEREALS RTE,"CEREALS RTE,KASHI 7 WHL GRAIN FLAKES BY KELLOGG",8537,81.8,0,350,11,8.600000381,0.4,30,3,0,0
CEREALS RTE,"CEREALS RTE,KASHI,HEART TO HEART,WILD BLUEBERRY",8538,76,0,370,10.9,22,0.9,45,3.3,3.6,54.5
CEREALS RTE,"CEREALS RTE,KASHI ORGANIC PROMISE CINN HARVEST",8539,81,0,340,8.3,16.5,0.4,0,2.8,0,0
CEREALS RTE,"CEREALS RTE,KASHI MIGHTY BITES,CINN CRL",8540,70,0,356,17,16,0.8,455,25,1.5,46
CEREALS RTE,"CEREALS RTE,KASHI MIGHTY BITES,HONEY CRUNCH CRL",8541,69,0,353,17,17,0.8,455,30,1.5,46
CEREALS RTE,"CEREALS RTE,KELLOGG,FRSTD MINI-WHEATS BITE SIZE STRAWBERRY",8542,83,0,347,8.3,23.5,0.3,31,31,1,0
CEREALS RTE,"CEREALS RTE,KELLOGG'S,SPL K VANILLA ALMOND",8543,83,0,384,7,28,0.6,38,27,2.3,70
CEREALS,"CEREALS,RTE,KRAFT,POST SELECTS CRANBERRY ALMOND CRUNCH",8544,79.06,0,386,7.4,25.88999939,0,29,3.16,0.877,26.3
CEREALS RTE,"CEREALS RTE,QUAKER,TSTD OATMEAL SUPREME CRL,STRAWBERRY MANGO",8545,80.72,0,383,9.07,26.61000061,1.43,316,16.24,1.71,20.9
No Category,RICE & WHEAT CRL BAR,8546,72.73,0,409,9.09,31.79999924,0,31,2.56,0.909,0
CEREALS RTE,"CEREALS RTE,QUAKER,PNUT BUTTER CHOCOLATEY CRUNCH CRL",8547,79.4,0,415,7.37,32.52999878,3.38,11,18.88,2.08,0
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER TSTD OATMEAL CRL",8548,80.39,0,383,9.38,23.76000023,1.27,357,18.65,1.9,4.1
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER HONEY GRAHAM LIFE CRL",8549,78.56,0,373,9.33,23.12000084,0.77,366,29.73,1.84,0
CEREALS RTE,"CEREALS RTE,QUAKER,CHRISTMAS CRUNCH",8550,85.27,0,401,4.43,44.06999969,3.87,12,19.77,2.18,0.1
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER LIFE VANILLA YOGURT CRUNCH CRL",8551,77.59,0,382,9.5,22.09000015,1.92,311,24.68,1.55,0
CEREALS RTE,"CEREALS RTE,QUAKER,SUPERMAN LIFE CRL",8552,79.19,0,373,9.17,23.87999916,0.74,350,27.94,1.86,0
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CHEERIOS,YOGURT BURST",8553,81.75,0,400,6.67,33.33000183,1.667,333,30,2,50
CEREALS RTE,"CEREALS RTE,ROLLED OATS,WHL WHEAT,RICE,MAPLE FLAV,W/ PECANS",8554,76.9,0,422,8.3,24.5,3.5,45,3.46,0.96,0
CEREAL WAFER STRAWS,"CEREAL WAFER STRAWS,KELLOGG,APPL JACKS CRL STRAWS",8555,78.4,10,439,5.7,40,5.8,30,0,0.6,0
CEREAL WAFER STRAWS,"CEREAL WAFER STRAWS,KELLOGG,FROOT LOOPS CRL STRAWS",8556,78.4,0,438,5.4,38.59999847,5.9,0,0,0.6,0
CEREALS RTE,"CEREALS RTE,KELLOGG'S MINI-WHEATS FRSTD STRAWBERRY DELIGHT",8557,83,0,347,8.3,23.5,0.3,31,31,1,0
CEREALS RTE,"CEREALS RTE,KELLOGG,MINI SWIRLZ PNUT BUTTER CRL",8558,75,0,437,8,38,2.8,18,15,1.7,50
CEREAL WAFER STRAWS,"CEREAL WAFER STRAWS,KELLOGG,COCOA KRISPIES CRL STRAWS",8559,77.2,0,439,5.9,39,6.3,9,1.6,0.6,0
CEREALS RTE,"CEREALS RTE,KASHI GO LN CRUNCH!,HONEY ALMOND FLAX",8560,67,0,381,16.6,23,0.7,101,3,0,0
CEREALS,"CEREALS,KASHI GO LN HOT CRL,HEARTY HONEY & CINN,DRY",8561,63,1,362,22,15,1,70,3.1,0,0
CEREALS,"CEREALS,KASHI,KASHI GO LN HOT CRL,TRULY VANILLA,DRY",8562,65,0,362,19,18,0.7,73,3.8,0,0
CEREALS RTE,"CEREALS RTE,KASHI GRANOLA,COCOA BEACH CRL",8563,61,0,410,11,19.79999924,3.2,51,2.7,0,0
CEREALS RTE,"CEREALS RTE,KASHI GRANOLA,ORCHARD SPICE CRL",8564,67,0,403,11,20,1.7,40,2.4,0,0
CEREALS RTE,"CEREALS RTE,KASHI GRANOLA,SMMR BERRY CRL",8565,66.6,0,390,12,17,1.6,38,2.6,0,0
CEREALS RTE,"CEREALS RTE,KASHI GRANOLA,MOUNTAIN MEDLEY CRL",8566,66.5,0,397,11,22,2.1,32,2.3,0,0
CEREALS RTE,"CEREALS RTE,KASHI 7 WHL GRAIN NUGGETS",8567,81,0,356,11.8,5,0.6,41,24,0,0
CEREALS,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,APPL CINN,DRY",8568,78,0,374,10.7,28,1,233,4.2,4.7,70
CEREALS,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,MAPLE,DRY",8569,77,0,376,10.9,27,1,233,4.2,4.7,70
CEREALS,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,RAISIN SPICE,DRY",8570,77,0,354,8.1,38,1,233,4.2,4.7,70
ACEROLA,"ACEROLA,(WEST INDIAN CHERRY),RAW",9001,7.69,0,32,0.4,0,0.068,12,0.2,0.009,1677.6
ACEROLA JUICE,"ACEROLA JUICE,RAW",9002,4.8,0,23,0.4,4.5,0.068,10,0.5,0.004,1600
APPLES,"APPLES,RAW,WITH SKIN",9003,13.81,0,52,0.26,10.39000034,0.028,6,0.12,0.041,4.6
APPLES,"APPLES,RAW,WITHOUT SKIN",9004,12.76,0,48,0.27,10.10000038,0.021,5,0.07,0.037,4
APPLES,"APPLES,RAW,WO/SKN,CKD,BLD",9005,13.64,0,53,0.26,11.01000023,0.058,5,0.19,0.044,0.2
APPLES,"APPLES,RAW,WO/ SKN,CKD,MICROWAVE",9006,14.41,0,56,0.28,11.60999966,0.068,5,0.17,0.046,0.3
APPLES,"APPLES,CND,SWTND,SLICED,DRND,UNHTD",9007,16.7,0,67,0.18,15,0.08,4,0.23,0.044,0.4
APPLES,"APPLES,CND,SWTND,SLICED,DRND,HTD",9008,16.84,0,67,0.18,14.84000015,0.07,4,0.24,0.044,0.2
APPLES,"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD",9009,93.53,0,346,1.32,81.12999725,0.095,19,2,0.28,2.2
APPLES,"APPLES,DEHYD (LO MOIST),SULFURED,STWD",9010,19.91,0,74,0.28,0,0.02,4,0.43,0.054,0.6
APPLES,"APPLES,DRIED,SULFURED,UNCKD",9011,65.89,0,243,0.93,57.18999863,0.052,14,1.4,0.125,3.9
APPLES,"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR",9012,15.32,0,57,0.22,13.31999969,0.012,3,0.33,0.05,1
APPLES,"APPLES,DRIED,SULFURED,STWD,W/ SUGAR",9013,20.73,0,83,0.2,0,0.011,3,0.31,0.047,0.9
APPLES,"APPLES,FRZ,UNSWTND,UNHTD",9014,12.31,0,48,0.28,0,0.053,4,0.18,0.034,0.1
APPLES,"APPLES,FRZ,UNSWTND,HTD",9015,12,0,47,0.29,0,0.053,5,0.19,0.032,0.4
APPLE JUC,"APPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",9016,11.3,0,46,0.1,9.619999886,0.022,8,0.12,0.018,0.9
APPLE JUC,"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C",9017,41,0,166,0.51,38.83000183,0.06,20,0.91,0.116,2.1
APPLE JUC,"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",9018,11.54,0,47,0.14,10.93000031,0.018,6,0.26,0.033,0.6
APPLESAUCE,"APPLESAUCE,CND,UNSWTND,WO/ADDED VIT C (INCLUDES USDA COMMOD)",9019,11.27,0,42,0.17,9.390000343,0.008,4,0.23,0.027,1
APPLESAUCE,"APPLESAUCE,CND,SWTND,WO/ SALT (INCLUDES USDA COMMODITY)",9020,17.49,0,68,0.16,14.67000008,0.03,3,0.12,0.027,1.7
APRICOTS,"APRICOTS,RAW",9021,11.12,0,48,1.4,9.239999771,0.027,13,0.39,0.054,10
APRICOTS,"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS",9022,6.39,0,27,0.71,4.789999962,0.011,8,0.32,0.054,3.4
APRICOTS,"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS",9023,5.48,0,22,0.69,0,0.002,8,0.54,0.054,1.8
APRICOTS,"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS",9024,12.34,0,48,0.63,10.73999977,0.003,12,0.3,0.054,4.9
APRICOTS,"APRICOTS,CND,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS",9025,12.5,0,49,0.6,0,0.007,10,0.3,0.054,4
APRICOTS,"APRICOTS,CND,LT SYRUP PK,W/SKN,SOL&LIQUIDS",9026,16.49,0,63,0.53,14.89000034,0.003,11,0.39,0.054,2.7
APRICOTS,"APRICOTS,CND,HVY SYRUP PK,W/SKN,SOL&LIQUIDS",9027,21.47,0,83,0.53,19.87000084,0.005,9,0.3,0.054,3.1
APRICOTS,"APRICOTS,CND,HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",9028,21.45,0,83,0.51,0,0.006,9,0.43,0.054,2.8
APRICOTS,"APRICOTS,CND,EX HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",9029,24.85,0,96,0.55,0,0.003,8,0.62,0.054,2.4
APRICOTS,"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,UNCKD",9030,82.89,0,320,4.9,0,0.043,61,6.31,0.52,9.5
APRICOTS,"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,STWD",9031,32.62,0,126,1.93,0,0.017,24,2.48,0.161,7.1
APRICOTS,"APRICOTS,DRIED,SULFURED,UNCKD",9032,62.64,0,241,3.39,53.43999863,0.017,55,2.66,0.143,1
APRICOTS,"APRICOTS,DRIED,SULFURED,STWD,WO/ SUGAR",9033,22.15,0,85,1.2,19.56999969,0.006,19,0.94,0.051,0.3
APRICOTS,"APRICOTS,DRIED,SULFURED,STWD,W/ SUGAR",9034,29.26,0,113,1.17,0,0.01,15,1.52,0.103,1.4
APRICOTS,"APRICOTS,FROZEN,SWEETENED",9035,25.1,0,98,0.7,0,0.007,10,0.9,0.06,9
APRICOT NECTAR,"APRICOT NECTAR,CND,WO/ VIT C",9036,14.39,0,56,0.37,13.78999996,0.006,7,0.38,0.022,0.6
AVOCADOS,"AVOCADOS,RAW,ALL COMM VAR",9037,8.53,0,160,2,0.660000026,2.126,12,0.55,0.257,10
AVOCADOS,"AVOCADOS,RAW,CALIFORNIA",9038,8.64,0,167,1.96,0.300000012,2.126,13,0.61,0.287,8.8
AVOCADOS,"AVOCADOS,RAW,FLORIDA",9039,7.82,0,120,2.23,2.420000076,1.96,10,0.17,0.078,17.4
BANANAS,"BANANAS,RAW",9040,22.84,0,89,1.09,12.22999954,0.112,5,0.26,0.367,8.7
BANANAS,"BANANAS,DEHYD,OR BANANA PDR",9041,88.28,0,346,3.89,47.29999924,0.698,22,1.15,0.44,7
BLACKBERRIES,"BLACKBERRIES,RAW",9042,9.61,0,43,1.39,4.880000114,0.014,29,0.62,0.03,21
BLACKBERRY JUC,"BLACKBERRY JUC,CND",9043,7.8,0,38,0.3,7.699999809,0.018,12,0.48,0.021,11.3
BLACKBERRIES,"BLACKBERRIES,CND,HVY SYRUP,SOL&LIQUIDS",9046,23.1,0,92,1.31,19.70000076,0.005,21,0.65,0.036,2.8
BLACKBERRIES,"BLACKBERRIES,FRZ,UNSWTND",9048,15.67,0,64,1.18,10.67000008,0.015,29,0.8,0.061,3.1
BLUEBERRIES,"BLUEBERRIES,RAW",9050,14.49,0,57,0.74,9.960000038,0.028,6,0.28,0.052,9.7
BLUEBERRIES,"BLUEBERRIES,CND,HVY SYRUP,SOL&LIQUIDS",9052,22.06,0,88,0.65,20.45999908,0.027,5,0.33,0.036,1.1
BLUEBERRIES,"BLUEBERRIES,WILD,FRZ",9053,13.85,0,51,0,0,0.03,17,0.58,0.02,1.7
BLUEBERRIES,"BLUEBERRIES,FRZ,UNSWTND",9054,12.17,0,51,0.42,8.449999809,0.053,8,0.18,0.059,2.5
BLUEBERRIES,"BLUEBERRIES,FRZ,SWTND",9055,21.95,0,81,0.4,19.71999931,0.011,6,0.39,0.059,1
BOYSENBERRIES,"BOYSENBERRIES,CND,HVY SYRUP",9056,22.31,0,88,0.99,0,0.004,18,0.43,0.038,6.2
BOYSENBERRIES,"BOYSENBERRIES,FRZ,UNSWTND",9057,12.19,0,50,1.1,6.889999866,0.009,27,0.85,0.056,3.1
BREADFRUIT,"BREADFRUIT,RAW",9059,27.12,0,103,1.07,11,0.048,17,0.54,0.1,29
CARAMBOLA,"CARAMBOLA,(STARFRUIT),RAW",9060,6.73,0,31,1.04,3.980000019,0.019,3,0.08,0.017,34.4
CARISSA,"CARISSA,(NATAL-PLUM),RAW",9061,13.63,0,62,0.5,0,0,11,1.31,0,38
CHERIMOYA,"CHERIMOYA,RAW",9062,17.7,0,74,1.65,0,0,8,0.3,0.212,11.5
CHERRIES,"CHERRIES,SOUR,RED,RAW",9063,12.18,0,50,1,8.489999771,0.068,16,0.32,0.044,10
CHERRIES,"CHERRIES,SOUR,RED,CND,H2O PK,SOL&LIQUIDS (INCL USDA CMDTY)",9064,8.94,0,36,0.77,7.599999905,0.023,11,1.37,0.044,2.1
CHERRIES,"CHERRIES,SOUR,RED,CND,LT SYRUP PK,SOL&LIQUIDS",9065,19.3,0,75,0.74,0,0.022,10,1.32,0.044,2
CHERRIES,"CHERRIES,SOUR,RED,CND,HVY SYRUP PK,SOL&LIQUIDS",9066,23.27,0,91,0.73,22.17000008,0.021,10,1.3,0.044,2
CHERRIES,"CHERRIES,SOUR,RED,CND,EX HVY SYRUP PK,SOL&LIQUIDS",9067,29.23,0,114,0.71,0,0.021,10,1.26,0.044,1.9
CHERRIES,"CHERRIES,SOUR,RED,FRZ,UNSWTND",9068,11.02,0,46,0.92,9.020000458,0.1,13,0.53,0.067,1.7
CHERRIES,"CHERRIES,SWEET,RAW",9070,16.01,0,63,1.06,12.81999969,0.038,13,0.36,0.049,7
CHERRIES,"CHERRIES,SWT,CND,H2O PK,SOL&LIQUIDS",9071,11.76,0,46,0.77,10.26000023,0.028,11,0.36,0.03,2.2
CHERRIES,"CHERRIES,SWT,CND,JUC PK,SOL&LIQUIDS",9072,13.81,0,54,0.91,12.31000042,0.004,14,0.58,0.03,2.5
CHERRIES,"CHERRIES,SWT,CND,LT SYRUP PK,SOL&LIQUIDS",9073,17.29,0,67,0.61,15.78999996,0.034,9,0.36,0.03,3.7
CHERRIES,"CHERRIES,SWT,CND,PITTED,HVY SYRUP PK,SOL & LIQUIDS",9074,21.27,0,83,0.6,16.18000031,0.034,9,0.35,0.022,3.6
CHERRIES,"CHERRIES,SWT,CND,EX HVY SYRUP PK,SOL&LIQUIDS",9075,26.23,0,102,0.59,0,0.033,9,0.35,0.03,3.6
CHERRIES,"CHERRIES,SWT,FRZ,SWTND",9076,22.36,0,89,1.15,20.26000023,0.03,12,0.35,0.036,1
CRABAPPLES,"CRABAPPLES,RAW",9077,19.95,0,76,0.4,0,0.048,18,0.36,0,8
CRANBERRIES,"CRANBERRIES,RAW",9078,12.2,0,46,0.39,4.039999962,0.011,8,0.25,0.057,13.3
CRANBERRIES,"CRANBERRIES,DRIED,SWTND",9079,82.36,0,308,0.07,65,0.103,10,0.53,0.038,0.2
CRANBERRY SAU,"CRANBERRY SAU,CND,SWTND",9081,38.9,0,151,0.2,37.90000153,0.013,4,0.22,0.014,2
CRANBERRY-ORANGE RELISH,"CRANBERRY-ORANGE RELISH,CND",9082,46.2,0,178,0.3,0,0.012,11,0.2,0,18
CURRANTS,"CURRANTS,EUROPEAN BLACK,RAW",9083,15.38,0,63,1.4,0,0.034,55,1.54,0.066,181
CURRANTS,"CURRANTS,RED&WHITE,RAW",9084,13.8,0,56,1.4,7.369999886,0.017,33,1,0.07,41
CURRANTS,"CURRANTS,ZANTE,DRIED",9085,74.08,0,283,4.08,67.27999878,0.028,86,3.26,0.296,4.7
CUSTARD-APPLE,"CUSTARD-APPLE,(BULLOCK'S-HEART),RAW",9086,25.2,0,101,1.7,0,0.231,30,0.71,0.221,19.2
DATES,"DATES,DEGLET NOOR",9087,75.03,0,282,2.45,63.34999847,0.032,39,1.02,0.165,0.4
ELDERBERRIES,"ELDERBERRIES,RAW",9088,18.4,0,73,0.66,0,0.023,38,1.6,0.23,36
FIGS,"FIGS,RAW",9089,19.18,0,74,0.75,16.26000023,0.06,35,0.37,0.113,2
FIGS,"FIGS,CND,H2O PK,SOL&LIQUIDS",9090,13.99,0,53,0.4,11.78999996,0.02,28,0.29,0.07,1
FIGS,"FIGS,CND,LT SYRUP PK,SOL&LIQUIDS",9091,17.95,0,69,0.39,16.14999962,0.02,27,0.29,0.07,1
FIGS,"FIGS,CND,HVY SYRUP PK,SOL&LIQUIDS",9092,22.9,0,88,0.38,20.70000076,0.02,27,0.28,0.07,1
FIGS,"FIGS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",9093,27.86,0,107,0.38,0,0.02,26,0.28,0,1
FIGS,"FIGS,DRIED,UNCOOKED",9094,63.87,0,249,3.3,47.91999817,0.144,162,2.03,0.106,1.2
FIGS,"FIGS,DRIED,STEWED",9095,27.57,0,107,1.42,23.35000038,0.062,70,0.88,0.133,4.4
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,H2O PK,SOL&LIQUIDS",9096,8.51,0,32,0.42,7.510000229,0.006,5,0.25,0.052,2.1
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,JUC PK,SOL&LIQUIDS",9097,11.86,0,46,0.46,10.85999966,0.001,8,0.21,0.051,2.7
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,EX LT SYRUP,SOL&LIQUIDS",9098,11.63,0,45,0.4,0,0.01,8,0.3,0.051,3
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,LT SYRUP,SOL&LIQUIDS",9099,14.93,0,57,0.4,13.93000031,0.01,6,0.29,0.051,1.9
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,HVY SYRUP,SOL&LIQUIDS",9100,18.91,0,73,0.39,17.90999985,0.01,6,0.29,0.05,1.9
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,EX HVY SYRUP,SOL&LIQUIDS",9101,22.89,0,88,0.39,0,0.01,6,0.28,0.049,1.9
FRUIT SALAD,"FRUIT SALAD,CND,H2O PK,SOL&LIQUIDS",9102,7.87,0,30,0.35,0,0.009,7,0.3,0.032,1.9
FRUIT SALAD,"FRUIT SALAD,CND,JUC PK,SOL&LIQUIDS",9103,13.05,0,50,0.51,0,0.004,11,0.25,0.027,3.3
FRUIT SALAD,"FRUIT SALAD,CND,LT SYRUP,SOL&LIQUIDS",9104,15.14,0,58,0.34,0,0.009,7,0.29,0.032,2.5
FRUIT SALAD,"FRUIT SALAD,CND,HVY SYRUP,SOL&LIQUIDS",9105,19.11,0,73,0.34,18.11000061,0.01,6,0.28,0.032,2.4
FRUIT SALAD,"FRUIT SALAD,CND,EX HVY SYRUP,SOL&LIQUIDS",9106,22.77,0,88,0.33,0,0.009,6,0.28,0.032,2.1
GOOSEBERRIES,"GOOSEBERRIES,RAW",9107,10.18,0,44,0.88,0,0.038,25,0.31,0.08,27.7
GOOSEBERRIES,"GOOSEBERRIES,CND,LT SYRUP PK,SOL&LIQUIDS",9109,18.75,0,73,0.65,0,0.013,16,0.33,0.012,10
GRAPEFRUIT,"GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS",9111,8.08,0,32,0.63,6.980000019,0.014,12,0.09,0.042,34.4
GRAPEFRUIT,"GRAPEFRUIT,RAW,PINK&RED,ALL AREAS",9112,10.66,0,42,0.77,6.889999866,0.021,22,0.08,0.053,31.2
GRAPEFRUIT,"GRAPEFRUIT,RAW,PINK&RED,CALIFORNIA&ARIZONA",9113,9.69,0,37,0.5,0,0.014,11,0.08,0.042,38.1
GRAPEFRUIT,"GRAPEFRUIT,RAW,PINK & RED,FLORIDA",9114,7.5,0,30,0.55,0,0.014,15,0.12,0.042,37
GRAPEFRUIT,"GRAPEFRUIT,RAW,WHITE,ALL AREAS",9116,8.41,0,33,0.69,7.309999943,0.014,12,0.06,0.043,33.3
GRAPEFRUIT,"GRAPEFRUIT,RAW,WHITE,CALIFORNIA",9117,9.09,0,37,0.88,0,0.014,12,0.08,0.043,33.3
GRAPEFRUIT,"GRAPEFRUIT,RAW,WHITE,FLORIDA",9118,8.19,0,32,0.63,0,0.014,15,0.05,0.043,37
GRAPEFRUIT,"GRAPEFRUIT,SECTIONS,CND,H2O PK,SOL&LIQUIDS",9119,9.15,0,36,0.58,8.75,0.014,15,0.41,0.02,21.8
GRAPEFRUIT,"GRAPEFRUIT,SECTIONS,CND,JUC PK,SOL&LIQUIDS",9120,9.21,0,37,0.7,8.800000191,0.012,15,0.21,0.02,33.9
GRAPEFRUIT,"GRAPEFRUIT,SECTIONS,CND,LT SYRUP PK,SOL&LIQUIDS",9121,15.44,0,60,0.56,15.03999996,0.014,14,0.4,0.02,21.3
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,CND,UNSWTND",9123,8.96,0,38,0.52,8.859999657,0.013,7,0.2,0.02,29.2
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,CND,SWTND",9124,11.13,0,46,0.58,11.02999973,0.012,8,0.36,0.02,26.9
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,UNDIL",9125,34.56,0,146,1.97,34.15999985,0.064,27,0.49,0.154,119.8
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,DIL W/ 3 VOLUME H2O",9126,9.73,0,41,0.55,9.630000114,0.019,8,0.14,0.044,33.7
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,RAW",9128,9.2,0,39,0.5,9.100000381,0.014,9,0.2,0.044,38
GRAPE JUC,"GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",9130,14.77,0,60,0.37,14.19999981,0.025,11,0.25,0.032,25
GRAPES,"GRAPES,AMERICAN TYPE (SLIP SKN),RAW",9131,17.15,0,67,0.63,16.25,0.114,14,0.29,0.11,4
GRAPES,"GRAPES,RED OR GRN (EURO TYPE,SUCH AS THOMPSON SEEDLESS),RAW",9132,18.1,0,69,0.72,15.47999954,0.054,10,0.36,0.086,10.8
GRAPES,"GRAPES,CND,THOMPSON SEEDLESS,H2O PK,SOL&LIQUIDS",9133,10.3,0,40,0.5,9.699999809,0.035,10,0.98,0.065,1
GRAPES,"GRAPES,CND,THOMPSON SEEDLESS,HVY SYRUP PK,SOL&LIQUIDS",9134,19.65,0,76,0.48,19.04999924,0.033,10,0.94,0.065,1
GRAPE JUC,"GRAPE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",9135,14.77,0,60,0.37,14.19999981,0.025,11,0.25,0.032,0.1
GRAPE JUC COCKTAIL,"GRAPE JUC COCKTAIL,FRZ CONC,UNDIL,W/ ADDED VIT C",9136,44.37,0,179,0.65,44.06999969,0.103,13,0.36,0.147,83.1
GRAPE JUC COCKTAIL,"GRAPE JUC COCKTAIL,FRZ CONC,DIL W/ 3 VOL H2O,W/ ADDED VIT C",9137,12.75,0,51,0.19,12.64999962,0.029,4,0.1,0.042,23.9
GROUNDCHERRIES,"GROUNDCHERRIES,(CAPE-GOOSEBERRIES OR POHA),RAW",9138,11.2,0,53,1.9,0,0,9,1,0,11
GUAVAS,"GUAVAS,COMMON,RAW",9139,14.32,0,68,2.55,8.920000076,0.272,18,0.26,0.11,228.3
GUAVAS,"GUAVAS,STRAWBERRY,RAW",9140,17.36,0,69,0.58,0,0.172,21,0.22,0,37
